Comment,sentiment,sentiment_encoded
"chatting llm reading doomer headline ceo firing people not using feel like losing mind. painfully, brutally obvious make sh machines, hard time understanding people cant notice it. maybe im always using complex work, but man. even used one summarize email writing gotten unwieldy, ended completely remaking not understand anything. weird predictive text, but sort complexity get wildly random results.",negative,-1
yeah tried change flight using ai chatbot airline waste time. kept taking loop back menu. end rang airline talk human. philippine wont losing call center anytime soon.,positive,1
"representation study skewed first all, human allowed use ai took much time comparison plus, llm assisting human wasnt accounted key idea agentic ai awesome but not fully automate able claude opus recently released version 4.5 successful 4 task 10 fully autonomously resolved one partial incomplete submission! ai still value ?!",positive,1
"present ai tool, not system human replacement. remember people used say internet replace shop everybody buy online... well, know many aparel company moving online sale appeared expensive, environmentaly unfriendly destroing brand. thing happen ai place great unwelcome forbidden.",negative,-1
blatantly overlooked rate improvement,positive,1
personal result getting ai write computer program ai good getting better incredibly fast.,positive,1
welcome real ai,positive,1
"well, shame ever thought intelligence would reducible statistical simulation result based existing data. plainly obvious start. real problem world ignorant gullible 96 humanity",negative,-1
mimicry without comprehension sum current ai tool pretty well.,positive,1
ive thinking now. there no way going cause mass unemployment. dont buy,negative,-1
surprise,positive,1
"call artificial intelligence, but fact not intelligence. advanced aggregator best. intelligence ability process information. human being soul. cannot program soul machine.",positive,1
"say rli measurement good measurement show ai poorly, but say stupid measurement no real value. like saying computer useless unless work without operator, factory manages automate 90 job failure automation cannot run without 10 workers. ai used specific task task used successfully replacing jobs. wont replace whole job one one, replace single task one one. programmer use ai extensively. initially, ai autocompletion single word available good ides decades. llm started allow auto completion lines. multiline competitions. large section boilerplate code. generate whole function work whole projects. still need guidance often need correction manual interventions, but undeniable fact already replacing job people use well produce code faster. but reality writing code actually relatively small proportion software development number job lost may not large might think. but idea ai must complete person job without fail take job plain stupid.",negative,-1
"dont understand creating images, sound video real individual human not identity theft...",negative,-1
good sample,positive,1
money......more training.......more chips...tons agents....still shitting!,negative,-1
well said! neurobiologist couldnt agree you. ai become agi requires quite different technology akin biology current llms. thats current research near future research.,positive,1
